pokemon_number,pokemon_name_ch,pokemon_name_jp,pokemon_name_en,pokemon_types,pokemon_abilitys,pokemon_status
344,念力土偶,ネンドール,Claydol,"['地面', '超能力']",{'普特': '飄浮'},"{'HP': 60, '攻擊': 70, '防禦': 105, '特攻': 70, '特防': 120, '速度': 75, '總和': 500}"
345,觸手百合,リリーラ,Lileep,"['岩石', '草']","{'普特': '吸盤', '夢特': '引水'}","{'HP': 66, '攻擊': 41, '防禦': 77, '特攻': 61, '特防': 87, '速度': 23, '總和': 355}"
346,搖籃百合,ユレイドル,Cradily,"['岩石', '草']","{'普特': '吸盤', '夢特': '引水'}","{'HP': 86, '攻擊': 81, '防禦': 97, '特攻': 81, '特防': 107, '速度': 43, '總和': 495}"
347,太古羽蟲,アノプス,Anorith,"['岩石', '蟲']","{'普特': '戰鬥盔甲', '夢特': '悠遊自如'}","{'HP': 45, '攻擊': 95, '防禦': 50, '特攻': 40, '特防': 50, '速度': 75, '總和': 355}"
348,太古盔甲,アーマルド,Armaldo,"['岩石', '蟲']","{'普特': '戰鬥盔甲', '夢特': '悠遊自如'}","{'HP': 75, '攻擊': 125, '防禦': 100, '特攻': 70, '特防': 80, '速度': 45, '總和': 495}"
349,醜醜魚,ヒンバス,Feebas,['水'],"{'普特': ['悠遊自如', '遲鈍'], '夢特': '適應力'}","{'HP': 20, '攻擊': 15, '防禦': 20, '特攻': 10, '特防': 55, '速度': 80, '總和': 200}"
350,美納斯,ミロカロス,Milotic,['水'],"{'普特': ['神奇鱗片', '好勝'], '夢特': '迷人之軀'}","{'HP': 95, '攻擊': 60, '防禦': 79, '特攻': 100, '特防': 125, '速度': 81, '總和': 540}"
351,飄浮泡泡,ポワルン,Castform,['一般'],{'普特': '陰晴不定'},"{'HP': 70, '攻擊': 70, '防禦': 70, '特攻': 70, '特防': 70, '速度': 70, '總和': 420}"
352,變隱龍,カクレオン,Kecleon,['一般'],"{'普特': '變色', '夢特': '變幻自如'}","{'HP': 60, '攻擊': 90, '防禦': 70, '特攻': 60, '特防': 120, '速度': 40, '總和': 440}"
353,怨影娃娃,カゲボウズ,Shuppet,['幽靈'],"{'普特': ['不眠', '察覺'], '夢特': '詛咒之軀'}","{'HP': 44, '攻擊': 75, '防禦': 35, '特攻': 63, '特防': 33, '速度': 45, '總和': 295}"
354,詛咒娃娃,ジュペッタ,Banette,['幽靈'],"{'普特': ['不眠', '察覺'], '夢特': '詛咒之軀'}","{'HP': 64, '攻擊': 115, '防禦': 65, '特攻': 83, '特防': 63, '速度': 65, '總和': 455}"
355,夜巡靈,ヨマワル,Duskull,['幽靈'],"{'普特': '飄浮', '夢特': '察覺'}","{'HP': 20, '攻擊': 40, '防禦': 90, '特攻': 30, '特防': 90, '速度': 25, '總和': 295}"
356,彷徨夜靈,サマヨール,Dusclops,['幽靈'],"{'普特': '壓迫感', '夢特': '察覺'}","{'HP': 40, '攻擊': 70, '防禦': 130, '特攻': 60, '特防': 130, '速度': 25, '總和': 455}"
357,熱帶龍,トロピウス,Tropius,"['草', '飛行']","{'普特': ['葉綠素', '太陽之力'], '夢特': '收穫'}","{'HP': 99, '攻擊': 68, '防禦': 83, '特攻': 72, '特防': 87, '速度': 51, '總和': 460}"
358,風鈴鈴,チリーン,Chimecho,['超能力'],{'普特': '飄浮'},"{'HP': 75, '攻擊': 50, '防禦': 80, '特攻': 95, '特防': 90, '速度': 65, '總和': 455}"
359,阿勃梭魯,アブソル,Absol,['惡'],"{'普特': ['壓迫感', '超幸運'], '夢特': '正義之心'}","{'HP': 65, '攻擊': 130, '防禦': 60, '特攻': 75, '特防': 60, '速度': 75, '總和': 465}"
360,小果然,ソーナノ,Wynaut,['超能力'],"{'普特': '踩影', '夢特': '心靈感應'}","{'HP': 95, '攻擊': 23, '防禦': 48, '特攻': 23, '特防': 48, '速度': 23, '總和': 260}"
361,雪童子,ユキワラシ,Snorunt,['冰'],"{'普特': ['精神力', '冰凍之軀'], '夢特': '心情不定'}","{'HP': 50, '攻擊': 50, '防禦': 50, '特攻': 50, '特防': 50, '速度': 50, '總和': 300}"
362,冰鬼護,オニゴーリ,Glalie,['冰'],"{'普特': ['精神力', '冰凍之軀'], '夢特': '心情不定'}","{'HP': 80, '攻擊': 80, '防禦': 80, '特攻': 80, '特防': 80, '速度': 80, '總和': 480}"
363,海豹球,タマザラシ,Spheal,"['冰', '水']","{'普特': ['厚脂肪', '冰凍之軀'], '夢特': '遲鈍'}","{'HP': 70, '攻擊': 40, '防禦': 50, '特攻': 55, '特防': 50, '速度': 25, '總和': 290}"
364,海魔獅,トドグラー,Sealeo,"['冰', '水']","{'普特': ['厚脂肪', '冰凍之軀'], '夢特': '遲鈍'}","{'HP': 90, '攻擊': 60, '防禦': 70, '特攻': 75, '特防': 70, '速度': 45, '總和': 410}"
365,帝牙海獅,トドゼルガ,Walrein,"['冰', '水']","{'普特': ['厚脂肪', '冰凍之軀'], '夢特': '遲鈍'}","{'HP': 110, '攻擊': 80, '防禦': 90, '特攻': 95, '特防': 90, '速度': 65, '總和': 530}"
366,珍珠貝,パールル,Clamperl,['水'],"{'普特': '硬殼盔甲', '夢特': '膽怯'}","{'HP': 35, '攻擊': 64, '防禦': 85, '特攻': 74, '特防': 55, '速度': 32, '總和': 345}"
367,獵斑魚,ハンテール,Huntail,['水'],"{'普特': '悠遊自如', '夢特': '水幕'}","{'HP': 55, '攻擊': 104, '防禦': 105, '特攻': 94, '特防': 75, '速度': 52, '總和': 485}"
368,櫻花魚,サクラビス,Gorebyss,['水'],"{'普特': '悠遊自如', '夢特': '溼潤之軀'}","{'HP': 55, '攻擊': 84, '防禦': 105, '特攻': 114, '特防': 75, '速度': 52, '總和': 485}"
369,古空棘魚,ジーランス,Relicanth,"['水', '岩石']","{'普特': ['悠遊自如', '堅硬腦袋'], '夢特': '結實'}","{'HP': 100, '攻擊': 90, '防禦': 130, '特攻': 45, '特防': 65, '速度': 55, '總和': 485}"
370,愛心魚,ラブカス,Luvdisc,['水'],"{'普特': '悠遊自如', '夢特': '溼潤之軀'}","{'HP': 43, '攻擊': 30, '防禦': 55, '特攻': 40, '特防': 65, '速度': 97, '總和': 330}"
371,寶貝龍,タツベイ,Bagon,['龍'],"{'普特': '堅硬腦袋', '夢特': '強行'}","{'HP': 45, '攻擊': 75, '防禦': 60, '特攻': 40, '特防': 30, '速度': 50, '總和': 300}"
372,甲殼龍,コモルー,Shelgon,['龍'],"{'普特': '堅硬腦袋', '夢特': '防塵'}","{'HP': 65, '攻擊': 95, '防禦': 100, '特攻': 60, '特防': 50, '速度': 50, '總和': 420}"
373,暴飛龍,ボーマンダ,Salamence,"['龍', '飛行']","{'普特': '威嚇', '夢特': '自信過度'}","{'HP': 95, '攻擊': 135, '防禦': 80, '特攻': 110, '特防': 80, '速度': 100, '總和': 600}"
374,鐵啞鈴,ダンバル,Beldum,"['鋼', '超能力']","{'普特': '恆淨之軀', '夢特': '輕金屬'}","{'HP': 40, '攻擊': 55, '防禦': 80, '特攻': 35, '特防': 60, '速度': 30, '總和': 300}"
375,金屬怪,メタング,Metang,"['鋼', '超能力']","{'普特': '恆淨之軀', '夢特': '輕金屬'}","{'HP': 60, '攻擊': 75, '防禦': 100, '特攻': 55, '特防': 80, '速度': 50, '總和': 420}"
376,巨金怪,メタグロス,Metagross,"['鋼', '超能力']","{'普特': '恆淨之軀', '夢特': '輕金屬'}","{'HP': 80, '攻擊': 135, '防禦': 130, '特攻': 95, '特防': 90, '速度': 70, '總和': 600}"
377,雷吉洛克,レジロック,Regirock,['岩石'],"{'普特': '恆淨之軀', '夢特': '結實'}","{'HP': 80, '攻擊': 100, '防禦': 200, '特攻': 50, '特防': 100, '速度': 50, '總和': 580}"
378,雷吉艾斯,レジアイス,Regice,['冰'],"{'普特': '恆淨之軀', '夢特': '冰凍之軀'}","{'HP': 80, '攻擊': 50, '防禦': 100, '特攻': 100, '特防': 200, '速度': 50, '總和': 580}"
379,雷吉斯奇魯,レジスチル,Registeel,['鋼'],"{'普特': '恆淨之軀', '夢特': '輕金屬'}","{'HP': 80, '攻擊': 75, '防禦': 150, '特攻': 75, '特防': 150, '速度': 50, '總和': 580}"
380,拉帝亞斯,ラティアス,Latias,"['龍', '超能力']",{'普特': '飄浮'},"{'HP': 80, '攻擊': 80, '防禦': 90, '特攻': 110, '特防': 130, '速度': 110, '總和': 600}"
381,拉帝歐斯,ラティオス,Latios,"['龍', '超能力']",{'普特': '飄浮'},"{'HP': 80, '攻擊': 90, '防禦': 80, '特攻': 130, '特防': 110, '速度': 110, '總和': 600}"
382,蓋歐卡,カイオーガ,Kyogre,['水'],{'普特': '降雨'},"{'HP': 100, '攻擊': 100, '防禦': 90, '特攻': 150, '特防': 140, '速度': 90, '總和': 670}"
383,固拉多,グラードン,Groudon,['地面'],{'普特': '日照'},"{'HP': 100, '攻擊': 150, '防禦': 140, '特攻': 100, '特防': 90, '速度': 90, '總和': 670}"
384,烈空坐,レックウザ,Rayquaza,"['龍', '飛行']",{'普特': '氣閘'},"{'HP': 105, '攻擊': 150, '防禦': 90, '特攻': 150, '特防': 90, '速度': 95, '總和': 680}"
385,基拉祈,ジラーチ,Jirachi,"['鋼', '超能力']",{'普特': '天恩'},"{'HP': 100, '攻擊': 100, '防禦': 100, '特攻': 100, '特防': 100, '速度': 100, '總和': 600}"
386,代歐奇希斯,デオキシス,Deoxys,['超能力'],{'普特': '壓迫感'},"{'HP': 50, '攻擊': 150, '防禦': 50, '特攻': 150, '特防': 50, '速度': 150, '總和': 600}"
387,草苗龜,ナエトル,Turtwig,['草'],"{'普特': '茂盛', '夢特': '硬殼盔甲'}","{'HP': 55, '攻擊': 68, '防禦': 64, '特攻': 45, '特防': 55, '速度': 31, '總和': 318}"
388,樹林龜,ハヤシガメ,Grotle,['草'],"{'普特': '茂盛', '夢特': '硬殼盔甲'}","{'HP': 75, '攻擊': 89, '防禦': 85, '特攻': 55, '特防': 65, '速度': 36, '總和': 405}"
389,土臺龜,ドダイトス,Torterra,"['草', '地面']","{'普特': '茂盛', '夢特': '硬殼盔甲'}","{'HP': 95, '攻擊': 109, '防禦': 105, '特攻': 75, '特防': 85, '速度': 56, '總和': 525}"
390,小火焰猴,ヒコザル,Chimchar,['火'],"{'普特': '猛火', '夢特': '鐵拳'}","{'HP': 44, '攻擊': 58, '防禦': 44, '特攻': 58, '特防': 44, '速度': 61, '總和': 309}"
391,猛火猴,モウカザル,Monferno,"['火', '格鬥']","{'普特': '猛火', '夢特': '鐵拳'}","{'HP': 64, '攻擊': 78, '防禦': 52, '特攻': 78, '特防': 52, '速度': 81, '總和': 405}"
392,烈焰猴,ゴウカザル,Infernape,"['火', '格鬥']","{'普特': '猛火', '夢特': '鐵拳'}","{'HP': 76, '攻擊': 104, '防禦': 71, '特攻': 104, '特防': 71, '速度': 108, '總和': 534}"
393,波加曼,ポッチャマ,Piplup,['水'],"{'普特': '激流', '夢特': '不服輸'}","{'HP': 53, '攻擊': 51, '防禦': 53, '特攻': 61, '特防': 56, '速度': 40, '總和': 314}"
394,波皇子,ポッタイシ,Prinplup,['水'],"{'普特': '激流', '夢特': '不服輸'}","{'HP': 64, '攻擊': 66, '防禦': 68, '特攻': 81, '特防': 76, '速度': 50, '總和': 405}"
395,帝王拿波,エンペルト,Empoleon,"['水', '鋼']","{'普特': '激流', '夢特': '不服輸'}","{'HP': 84, '攻擊': 86, '防禦': 88, '特攻': 111, '特防': 101, '速度': 60, '總和': 530}"
396,姆克兒,ムックル,Starly,"['一般', '飛行']","{'普特': '銳利目光', '夢特': '捨身'}","{'HP': 40, '攻擊': 55, '防禦': 30, '特攻': 30, '特防': 30, '速度': 60, '總和': 245}"
397,姆克鳥,ムクバード,Staravia,"['一般', '飛行']","{'普特': '威嚇', '夢特': '捨身'}","{'HP': 55, '攻擊': 75, '防禦': 50, '特攻': 40, '特防': 40, '速度': 80, '總和': 340}"
398,姆克鷹,ムクホーク,Staraptor,"['一般', '飛行']","{'普特': '威嚇', '夢特': '捨身'}","{'HP': 85, '攻擊': 120, '防禦': 70, '特攻': 50, '特防': 60, '速度': 100, '總和': 485}"
399,大牙狸,ビッパ,Bidoof,['一般'],"{'普特': ['單純', '純樸'], '夢特': '心情不定'}","{'HP': 59, '攻擊': 45, '防禦': 40, '特攻': 35, '特防': 40, '速度': 31, '總和': 250}"
400,大尾狸,ビーダル,Bibarel,"['一般', '水']","{'普特': ['單純', '純樸'], '夢特': '心情不定'}","{'HP': 79, '攻擊': 85, '防禦': 60, '特攻': 55, '特防': 60, '速度': 71, '總和': 410}"
401,圓法師,コロボーシ,Kricketot,['蟲'],"{'普特': '蛻皮', '夢特': '逃跑'}","{'HP': 37, '攻擊': 25, '防禦': 41, '特攻': 25, '特防': 41, '速度': 25, '總和': 194}"
402,音箱蟀,コロトック,Kricketune,['蟲'],"{'普特': '蟲之預感', '夢特': '技術高手'}","{'HP': 77, '攻擊': 85, '防禦': 51, '特攻': 55, '特防': 51, '速度': 65, '總和': 384}"
403,小貓怪,コリンク,Shinx,['電'],"{'普特': ['鬥爭心', '威嚇'], '夢特': '毅力'}","{'HP': 45, '攻擊': 65, '防禦': 34, '特攻': 40, '特防': 34, '速度': 45, '總和': 263}"
404,勒克貓,ルクシオ,Luxio,['電'],"{'普特': ['鬥爭心', '威嚇'], '夢特': '毅力'}","{'HP': 60, '攻擊': 85, '防禦': 49, '特攻': 60, '特防': 49, '速度': 60, '總和': 363}"
405,倫琴貓,レントラー,Luxray,['電'],"{'普特': ['鬥爭心', '威嚇'], '夢特': '毅力'}","{'HP': 80, '攻擊': 120, '防禦': 79, '特攻': 95, '特防': 79, '速度': 70, '總和': 523}"
406,含羞苞,スボミー,Budew,"['草', '毒']","{'普特': ['自然回覆', '毒刺'], '夢特': '葉子防守'}","{'HP': 40, '攻擊': 30, '防禦': 35, '特攻': 50, '特防': 70, '速度': 55, '總和': 280}"
407,羅絲雷朵,ロズレイド,Roserade,"['草', '毒']","{'普特': ['自然回覆', '毒刺'], '夢特': '技術高手'}","{'HP': 60, '攻擊': 70, '防禦': 65, '特攻': 125, '特防': 105, '速度': 90, '總和': 515}"
408,頭蓋龍,ズガイドス,Cranidos,['岩石'],"{'普特': '破格', '夢特': '強行'}","{'HP': 67, '攻擊': 125, '防禦': 40, '特攻': 30, '特防': 30, '速度': 58, '總和': 350}"
409,戰槌龍,ラムパルド,Rampardos,['岩石'],"{'普特': '破格', '夢特': '強行'}","{'HP': 97, '攻擊': 165, '防禦': 60, '特攻': 65, '特防': 50, '速度': 58, '總和': 495}"
410,盾甲龍,タテトプス,Shieldon,"['岩石', '鋼']","{'普特': '結實', '夢特': '隔音'}","{'HP': 30, '攻擊': 42, '防禦': 118, '特攻': 42, '特防': 88, '速度': 30, '總和': 350}"
411,護城龍,トリデプス,Bastiodon,"['岩石', '鋼']","{'普特': '結實', '夢特': '隔音'}","{'HP': 60, '攻擊': 52, '防禦': 168, '特攻': 47, '特防': 138, '速度': 30, '總和': 495}"
412,結草兒,ミノムッチ,Burmy,['蟲'],"{'普特': '蛻皮', '夢特': '防塵'}","{'HP': 40, '攻擊': 29, '防禦': 45, '特攻': 29, '特防': 45, '速度': 36, '總和': 224}"
413,結草貴婦,ミノマダム,Wormadam,"['蟲', '草']","{'普特': '危險預知', '夢特': '防塵'}","{'HP': 60, '攻擊': 59, '防禦': 85, '特攻': 79, '特防': 105, '速度': 36, '總和': 424}"
414,紳士蛾,ガーメイル,Mothim,"['蟲', '飛行']","{'普特': '蟲之預感', '夢特': '有色眼鏡'}","{'HP': 70, '攻擊': 94, '防禦': 50, '特攻': 94, '特防': 50, '速度': 66, '總和': 424}"
415,三蜜蜂,ミツハニー,Combee,"['蟲', '飛行']","{'普特': '採蜜', '夢特': '活力'}","{'HP': 30, '攻擊': 30, '防禦': 42, '特攻': 30, '特防': 42, '速度': 70, '總和': 244}"
416,蜂女王,ビークイン,Vespiquen,"['蟲', '飛行']","{'普特': '壓迫感', '夢特': '緊張感'}","{'HP': 70, '攻擊': 80, '防禦': 102, '特攻': 80, '特防': 102, '速度': 40, '總和': 474}"
417,帕奇利茲,パチリス,Pachirisu,['電'],"{'普特': ['逃跑', '撿拾'], '夢特': '蓄電'}","{'HP': 60, '攻擊': 45, '防禦': 70, '特攻': 45, '特防': 90, '速度': 95, '總和': 405}"
418,泳圈鼬,ブイゼル,Buizel,['水'],"{'普特': '悠遊自如', '夢特': '水幕'}","{'HP': 55, '攻擊': 65, '防禦': 35, '特攻': 60, '特防': 30, '速度': 85, '總和': 330}"
419,浮潛鼬,フローゼル,Floatzel,['水'],"{'普特': '悠遊自如', '夢特': '水幕'}","{'HP': 85, '攻擊': 105, '防禦': 55, '特攻': 85, '特防': 50, '速度': 115, '總和': 495}"
420,櫻花寶,チェリンボ,Cherubi,['草'],{'普特': '葉綠素'},"{'HP': 45, '攻擊': 35, '防禦': 45, '特攻': 62, '特防': 53, '速度': 35, '總和': 275}"
421,櫻花兒,チェリム,Cherrim,['草'],{'普特': '花之禮'},"{'HP': 70, '攻擊': 60, '防禦': 70, '特攻': 87, '特防': 78, '速度': 85, '總和': 450}"
422,無殼海兔,カラナクシ,Shellos,['水'],"{'普特': ['黏著', '引水'], '夢特': '沙之力'}","{'HP': 76, '攻擊': 48, '防禦': 48, '特攻': 57, '特防': 62, '速度': 34, '總和': 325}"
423,海兔獸,トリトドン,Gastrodon,"['水', '地面']","{'普特': ['黏著', '引水'], '夢特': '沙之力'}","{'HP': 111, '攻擊': 83, '防禦': 68, '特攻': 92, '特防': 82, '速度': 39, '總和': 475}"
424,雙尾怪手,エテボース,Ambipom,['一般'],"{'普特': ['技術高手', '撿拾'], '夢特': '連續攻擊'}","{'HP': 75, '攻擊': 100, '防禦': 66, '特攻': 60, '特防': 66, '速度': 115, '總和': 482}"
425,飄飄球,フワンテ,Drifloon,"['幽靈', '飛行']","{'普特': ['引爆', '輕裝'], '夢特': '受熱激升'}","{'HP': 90, '攻擊': 50, '防禦': 34, '特攻': 60, '特防': 44, '速度': 70, '總和': 348}"
426,隨風球,フワライド,Drifblim,"['幽靈', '飛行']","{'普特': ['引爆', '輕裝'], '夢特': '受熱激升'}","{'HP': 150, '攻擊': 80, '防禦': 44, '特攻': 90, '特防': 54, '速度': 80, '總和': 498}"
427,卷卷耳,ミミロル,Buneary,['一般'],"{'普特': ['逃跑', '笨拙'], '夢特': '柔軟'}","{'HP': 55, '攻擊': 66, '防禦': 44, '特攻': 44, '特防': 56, '速度': 85, '總和': 350}"
428,長耳兔,ミミロップ,Lopunny,['一般'],"{'普特': ['迷人之軀', '笨拙'], '夢特': '柔軟'}","{'HP': 65, '攻擊': 76, '防禦': 84, '特攻': 54, '特防': 96, '速度': 105, '總和': 480}"
429,夢妖魔,ムウマージ,Mismagius,['幽靈'],{'普特': '飄浮'},"{'HP': 60, '攻擊': 60, '防禦': 60, '特攻': 105, '特防': 105, '速度': 105, '總和': 495}"
430,烏鴉頭頭,ドンカラス,Honchkrow,"['惡', '飛行']","{'普特': ['不眠', '超幸運'], '夢特': '自信過度'}","{'HP': 100, '攻擊': 125, '防禦': 52, '特攻': 105, '特防': 52, '速度': 71, '總和': 505}"
431,魅力喵,ニャルマー,Glameow,['一般'],"{'普特': ['柔軟', '我行我素'], '夢特': '銳利目光'}","{'HP': 49, '攻擊': 55, '防禦': 42, '特攻': 42, '特防': 37, '速度': 85, '總和': 310}"
432,東施喵,ブニャット,Purugly,['一般'],"{'普特': ['厚脂肪', '我行我素'], '夢特': '不服輸'}","{'HP': 71, '攻擊': 82, '防禦': 64, '特攻': 64, '特防': 59, '速度': 112, '總和': 452}"
433,鈴鐺響,リーシャン,Chingling,['超能力'],{'普特': '飄浮'},"{'HP': 45, '攻擊': 30, '防禦': 50, '特攻': 65, '特防': 50, '速度': 45, '總和': 285}"
434,臭鼬噗,スカンプー,Stunky,"['毒', '惡']","{'普特': ['惡臭', '引爆'], '夢特': '銳利目光'}","{'HP': 63, '攻擊': 63, '防禦': 47, '特攻': 41, '特防': 41, '速度': 74, '總和': 329}"
435,坦克臭鼬,スカタンク,Skuntank,"['毒', '惡']","{'普特': ['惡臭', '引爆'], '夢特': '銳利目光'}","{'HP': 103, '攻擊': 93, '防禦': 67, '特攻': 71, '特防': 61, '速度': 84, '總和': 479}"
436,銅鏡怪,ドーミラー,Bronzor,"['鋼', '超能力']","{'普特': ['飄浮', '耐熱'], '夢特': '重金屬'}","{'HP': 57, '攻擊': 24, '防禦': 86, '特攻': 24, '特防': 86, '速度': 23, '總和': 300}"
437,青銅鐘,ドータクン,Bronzong,"['鋼', '超能力']","{'普特': ['飄浮', '耐熱'], '夢特': '重金屬'}","{'HP': 67, '攻擊': 89, '防禦': 116, '特攻': 79, '特防': 116, '速度': 33, '總和': 500}"
438,盆才怪,ウソハチ,Bonsly,['岩石'],"{'普特': ['結實', '堅硬腦袋'], '夢特': '膽怯'}","{'HP': 50, '攻擊': 80, '防禦': 95, '特攻': 10, '特防': 45, '速度': 10, '總和': 290}"
439,魔尼尼,マネネ,Mime Jr.,"['超能力', '妖精']","{'普特': ['隔音', '過濾'], '夢特': '技術高手'}","{'HP': 20, '攻擊': 25, '防禦': 45, '特攻': 70, '特防': 90, '速度': 60, '總和': 310}"
440,小福蛋,ピンプク,Happiny,['一般'],"{'普特': ['自然回覆', '天恩'], '夢特': '友情防守'}","{'HP': 100, '攻擊': 5, '防禦': 5, '特攻': 15, '特防': 65, '速度': 30, '總和': 220}"
441,聒噪鳥,ペラップ,Chatot,"['一般', '飛行']","{'普特': ['銳利目光', '蹣跚'], '夢特': '健壯胸肌'}","{'HP': 76, '攻擊': 65, '防禦': 45, '特攻': 92, '特防': 42, '速度': 91, '總和': 411}"
